id;CD_CEP;ID_BAIRRO;NM_LOGRADOURO
31316;4856350;27912;BELVERDE
31317;4856360;27912;JAVARANDIM
31318;4856370;27912;ROSA DE VENUS
31319;4856380;27912;SANDARA
31320;4856381;27912;ESMENIA KLAUSSNER
31321;4856382;27912;GUSTAVO BACARISAS
31322;4856383;27912;PEDRO DIAS DE OVIEDO
31323;4856384;27912;PERCY ILVES
31324;4856385;27912;RENE JUSTE
31325;4856386;27912;LEONARDO RETTI
31326;4856390;27613;SERENATA A BRASILEIRA
31327;4856400;27613;RIO VITORINO
31328;4856410;27613;RIO AGUA BELA
31329;4856415;27613;SERESTA DO AMOR
31330;4856420;27613;RIO CACADOR
31331;4856430;27613;RIO COLONIA
31332;4856440;27613;RIO FIDALGO
31333;4856450;27613;RIO ICATU
31334;4856460;27613;RIO JURUA
31335;4856470;27613;RIO PERICUMA
31336;4856480;27613;RIO PIMENTA
31337;4856490;27613;RIO SALTO GRANDE
31338;4856500;27613;RIO TROMBETAS
31339;4856510;27613;AGENOR KLAUSSNER
31340;4857000;27888;ERWIN FUHR MANN
31341;4857010;28682;RAIMUNDA PEREIRA DE ALENCAR DA SILVA
31342;4857020;27888;SIMEAO DOS SANTOS BONFIM
31343;4857030;28682;MARIANO LARSER
31344;4857040;27888;HENRIQUE MUZZIO
31345;4857050;28682;DOS ARRIBENHOS
31346;4857060;28682;SAMUEL SCOTT
31347;4857070;28682;GEORGE MINOT
31348;4857080;28682;BENITO SAEZ GARCIA
31349;4857090;28682;FRANCISCO FLORIDI
31350;4857100;28682;FELISMINA ROSA DE JESUS
31351;4857110;28682;VALTER MIRANDA DE BITENCOURT
31352;4857120;28682;PEDRO GOMES DE MOURA
31353;4857130;28682;ACALANTO DA ROSA
31354;4857135;28682;DO PORTO
31355;4857140;28682;BALE CHORINHO
31356;4857150;28682;CANCAO DO BOIADEIRO
31357;4857160;28682;BEIRA MAR
31358;4857170;28682;BARCA NOVA
31359;4857180;28682;DANCA BRASILEIRA
31360;4857190;27888;JOAO HONORIO CAIXETA
31361;4857200;27888;SAVERIO DE SIMONE
31362;4857210;28682;DORCAS ADOLFO DA SILVA
31363;4857220;28682;MARIA FORTUNA DOS SANTOS
31364;4857230;28682;RIO DO FRADE
31365;4857240;28682;RIO GUARA
31366;4857250;28682;RIO JACUTINGA
31367;4857260;28682;RIO PIRAI
31368;4857270;28682;RIO DA ALDEIA
31369;4857280;28682;RIO POTI
31370;4857290;28682;RIO SAO JOSE
31371;4857300;28682;CARVARENSE
31372;4857310;28682;EMBIRIBEIRA
31373;4857320;28682;GENCIANA
31374;4857330;28682;ANHINGA
31375;4857340;28682;BORAQUIRA
31376;4857350;28682;FALCAO PEREGRINO
31377;4857360;28682;GAVIAO BELO
31378;4857370;28682;MACARICO
31379;4857380;28682;MARTIM CACHA
31380;4857390;28682;POMBA DO CABO
31381;4857400;28682;TARTARANHAO
31382;4857410;28682;ALEIA DAS ACACIAS
31383;4857420;28682;ANDERSON FABIANO
31384;4857430;28682;ARLINDO DOS SANTOS
31385;4857440;28682;BERIMBAU
31386;4857450;28682;CANARIO DO BREJO
31387;4857460;28682;CHUPIM
31388;4857470;28682;JULIANO CARRETE
31389;4857480;28682;JULIET BERTO
31390;4857490;28682;LUIS TRAVASSOS
31391;4857500;28682;PAPA CAPIM
31392;4857510;28682;DOS PARALELOS
31393;4857520;28682;ROBERTO ORTIZ PRES
31394;4857530;28682;CRISTIANO DE TROYS
31395;4857540;28682;DAVI GUION
31396;4857550;28682;DIONISIO DE ALEXANDRIA
31397;4858000;25745;CONSTELACAO DO CARANGUEIJO
31398;4858010;27766;CONSTELACAO DO ESQUADRO
31399;4858020;25745;ESTRELAS DA CORDA BOREAL
31400;4858030;25745;CONSTELACAO DO DOURADO
31401;4858040;25745;CONSTELACAO DO OITANTE
31402;4858050;25745;CONSTELACAO DO ESCORPIAO
31403;4858060;25745;CONSTELACAO DE PEGASO
31404;4858070;25745;CONSTELACAO DO ESCUDO
31405;4858080;25745;CONSTELACAO DA VIRGEM
31406;4858090;25745;ANSELMO DE GRANDI
31407;4858100;25745;CONSTELACAO DOS PEIXES
31408;4858110;25745;ARNALDO ESTRELLA
31409;4858120;25745;CONSTELACAO DE ANDROMEDA
31410;4858130;25745;CONSTELACAO DO MICROSCOPIO
31411;4858140;25745;CONSTELACAO DO INDIO
31412;4858150;25745;CONSTELACAO DO TOURO
31413;4858160;25745;DA VARGINHA
31414;4858170;27808;ANTONIO BURLINI
31415;4858180;27808;ANA VELHA
31416;4858190;27808;ACHALA
31417;4858200;27808;VELUDINHO
31418;4858210;27808;TIRINTO
31419;4858220;27808;TARASCA
31420;4858230;27808;SAPITICA
31421;4858240;27808;QUIRIQUIRI
31422;4858250;27808;FOGUETINHO
31423;4858260;27808;CORSABAD
31424;4858270;25745;CARNAC
31425;4858280;27808;CAMILLE PISARRO
31426;4858290;27808;BARBUDINHO
31427;4858300;27808;AVE CAPUCHINHA
31428;4858310;27500;CARLO ANTONINI
31429;4858320;27713;OREGON
31430;4858330;27713;PARSONS
31431;4858340;27713;POTOMAC
31432;4858350;27713;RIVERTON
31433;4858360;27500;ROCHA DE MAGALHAES
31434;4858370;27500;SAMUEL LAURENCE
31435;4858380;27500;BARTOLOMEU HIDALGO
31436;4858390;27500;MARIO WILCHES
31437;4858400;27500;ROBERTO DO RENO
31438;4858410;27500;ALFONSO LECADRE
31439;4858420;27500;BENJAMIN WEST
31440;4858430;27500;CANDIDO LEONARDI
31441;4858440;27500;DOMINIQUE DANESI
31442;4858450;27500;ALICE LEVY
31443;4858455;27500;DO TRABALHADOR
31444;4858460;27500;BARTOLOMEU RAMPINI
31445;4858465;27500;ARCELINA TEIXEIRA DA SILVA
31446;4858470;25745;ESTRELAS DA AVE-DO-PARAISO
31447;4858480;25883;SATELITE DIONEIA
31448;4858490;25883;SATELITE ARIEL
31449;4858500;27491;SATELITE FEBE
31450;4858510;27491;SATELITE EUROPA
31451;4858520;27491;SATELITE JAPETUS
31452;4858530;27491;SATELITE JANUS
31453;4858540;27491;CORTELHAS
31454;4858550;27491;DAS PLEIADES
31455;4858560;27491;SAULO LIMA DE VASCONCELOS
31456;4858570;27500;PAULO GUILGUER REIMBERG
31457;4858580;25745;CONSTELACAO DO ERIDANO
31458;4858590;25745;CONSTELACAO DA FLECHA
31459;4858600;25745;CONSTELACAO DO ALTAR
31460;4858610;25745;CONSTELACAO DO GROU
31461;4858620;25745;RIO SAO LOURENCO
31462;4858630;25745;RIO SAO NICOLAU
31463;4859000;27766;PORFIRIO DE GAZA
31464;4859010;27766;SIDONIO APOLINARIO
31465;4859011;27766;ANTONIO CARLOS MESSIAS DA SILVA
31466;4859012;27766;VALMIR DE SENA MESSIAS
31467;4859014;27766;SENADOR TANCREDO DE ALMEIDA NEVES
31468;4859020;27766;PANTENO
31469;4859030;27766;JACINTA CLARA DE VITORIA
31470;4859040;27766;MISSAO DOS CARIJOS
31471;4859050;27766;DAS CONFRARIAS
31472;4859060;27766;JUVENAL DE JERUSALEM
31473;4859070;27766;MISSAO DOS MARES VERDES
31474;4859080;27766;DAS CLARISSAS
31475;4859090;27766;HIERAPOLIS
31476;4859100;27766;JULIA MAMEIA
31477;4859110;27766;CANTO DA PEROLA
31478;4859120;27766;JUSTO DE URGEL
31479;4859130;27766;SAO PLUTARCO
31480;4859140;27766;SAO SIGISMUNDO
31481;4859150;27766;DOS MERCEDARIOS
31482;4859155;27766;DOS MERCEDARIOS
31483;4859200;28743;SANTA FE
31484;4859210;28743;JOSE RODRIGUES DE SOUZA
31485;4860000;27817;FRANCISCO CORREIA VASQUES
31486;4860010;27817;BENEDITO LAZARO CAMILO
31487;4860020;27817;ANTONIO FRACAROLLI
31488;4860030;27817;ILDA LAURA FRACAROLLI
31489;4860040;27817;ERNESTA FRACAROLLI
31490;4860050;27817;FREI AMADOR ARRAIS
31491;4860060;27817;PEDRO DE ANDRADE CAMINHA
31492;4860070;27817;ARLINDA RAMOS ROLEIRA
31493;4860080;27817;STEPHEN BENET
31494;4860090;27817;MATILDE NASSAR CURI
31495;4860100;27817;EUCLIDES CARMONA
31496;4860110;23559;HANS CHRISTIAN ANDERSEN
31497;4860120;27003;EMILY DICKINSON
31498;4860130;23559;ARNOLD BENNETT
31499;4860140;27817;DOS MENDES
31500;4860150;23559;FRANCISCO VIEIRA LUZITANO
31501;4860160;27003;DAVID FABRICIUS
31502;4860170;27003;DO INTROITO
31503;4860180;27003;MUSICA OUTONAL
31504;4860190;27003;FOLHAS SOLTAS
31505;4860200;27003;DA DIVAGACAO
31506;4860210;27003;DR HENRIQUE GUILHERME THUT
31507;4860220;27003;MOTO PERPETUO
31508;4860225;27003;LUIZ SUPERTTI
31509;4860230;27817;SEBASTIAN CASANOVA
31510;4860240;27003;ALVARO PATO MONIZ
31511;4860250;27003;CREPUSCULO DOS DEUSES
31512;4860255;27003;LUIS SUPERTI
31513;4860260;27003;RUBEN DARIO
31514;4860270;27003;MOMENTO LIRICO
31515;4860280;27003;MENINA DENGOSA
31516;4860290;27003;DO PIFANO
31517;4860300;27003;DOS ECOS
31518;4860310;27003;DAS DADIVAS
31519;4860320;27003;MARGUERITTE LONG
31520;4860330;23559;LOPE DE VEGA
31521;4861000;16431;CAVALEIROS DE SAO LAZARO
31522;4861010;16431;PROF. JOSE MARIANO TRIVINO
31523;4861020;16431;PROF. ANTENOR ROMANO BARRETO
31524;4861030;16431;PROF. OSCAR MILTON DE GODOY
31525;4861040;16431;PROF. CARLOS BORBA
31526;4862000;28843;SEIS
31527;4862010;28843;DEZ
31528;4862020;28843;SETE
31529;4862030;28843;SANTA CECILIA
31530;4862040;28843;E
31531;4862050;28843;UM
31532;4863000;28844;PROF. MARTA MARIA BERNARDES
31533;4863010;28844;MARACUJA NATAL
31534;4863020;28844;UVA NATAL
31535;4863030;28844;ASCAZ NATAL
31536;4863040;28844;MURICI NATAL
31537;4863050;28844;BACURI NATAL
31538;4863060;28844;PITANGA NATAL
31539;4863070;28844;FIGO NATAL
31540;4863080;28844;MORANGO NATAL
31541;4863090;28844;JUSSARA NATAL
31542;4863100;28844;AMORA NATAL
31543;4863110;28844;ABRICO NATAL
31544;4863120;28844;IMBU NATAL
31545;4863130;28844;INGA NATAL
31546;4863140;28844;ABACAXI NATAL
31547;4863150;28844;LIMA NATAL
31548;4863160;28844;CARAMBOLA NATAL
31549;4863170;28844;CAQUI NATAL
31550;4863180;28844;MAMAO NATAL
31551;4863190;28844;CAJA NATAL
31552;4863200;28844;BANANA NATAL
31553;4863210;28844;ABACATE NATAL
31554;4863220;28844;GOIABA NATAL
31555;4863230;28844;BACABA NATAL
31556;4863240;28844;CACAU NATAL
31557;4863250;28844;PITOMBA NATAL
31558;4863260;28844;TAMARINDO NATAL
31559;4863270;28844;MACA NATAL
31560;4863280;28844;ASSAI NATAL
31561;4863290;28844;GENIPAPO NATAL
31562;4863300;28844;PIQUI NATAL
31563;4863310;28844;JACA NATAL
31564;4863320;28844;PERA NATAL
31565;4863330;28844;JABOTICABA NATAL
31566;4863340;28844;ARACA NATAL
31567;4863350;28844;COCO NATAL
31568;4863360;28844;PINHA NATAL
31569;4863370;28844;LIMAO NATAL
31570;4863380;28844;CUPU NATAL
31571;4863390;28844;TUTURUBA NATAL
31572;4863400;28844;CAJU NATAL
31573;4863410;28844;MANGA NATAL
31574;4863420;28844;MACAUBA NATAL
31575;4863430;28844;AMEIXA NATAL
31576;4863440;28844;MIXIRICA NATAL
31577;4863450;28844;CAFE NATAL
31578;4863460;28844;TANGERINA NATAL
31579;4863470;28844;LARANJA NATAL
31580;4863480;28844;POKAN NATAL
31581;4863600;28846;JOAO EGIDIO ADAMOLI
31582;4863610;28846;MARIA RELIN
31583;4863620;28846;FERDINANDO PRUNI
31584;4863630;28846;ANTONIO RIDOLFI
31585;4863640;28846;BERNARDINO FERGIONI
31586;4864000;4932;BALNEARIO SAO JOSE
31587;4864010;4932;DUARTE ANTONIO MOURAO
31588;4864020;4932;ANDRE GONCALVES FIGUEIRA
31589;4864030;4932;JOAO MORZILHO
31590;4864040;4932;MANUEL ALVES DE SOUZA
31591;4864050;4932;GASPAR LEME
31592;4864060;28099;DR JOAO BAPTISTA GOMES DE SIQUEIRA
31593;4864070;28099;ROSA GOMES DE SIQUEIRA
31594;4864080;28099;AUGUSTO GOMES DE SIQUEIRA
31595;4864090;4932;UIRAPURU DO SERTAO
31596;4864100;4932;PIXOXO DA SERRA
31597;4864110;4932;SABIA LARANJEIRA
31598;4864120;4932;CANARIO BELGA
31599;4864130;4932;CURIO CRISTAL
31600;4864140;4932;TUCANO PRETO
31601;4864150;4932;GARCA BRANCA
31602;4864160;4932;JURITI MARROM
31603;4864170;4932;GAVIAO REAL
31604;4864180;4932;BEM-TI-VI AMARELO
31605;4864190;4932;PARDAL CINZA
31606;4864200;4932;ANU PRETO
31607;4864210;4932;PAVAO REAL
31608;4864220;4932;ARARA AZUL
31609;4864230;4932;ANDORINHA CRISTAL
31610;4864240;4932;PINTASSILGO ROSA
31611;4864250;4932;COAN DO BREJO
31612;4864260;4932;ARAPONGA MARTELO
31613;4864270;4932;GAIVOTA CINZA
31614;4865000;12241;DO ITAIM
31615;4865010;12241;JOSE NICOLAU DE LIMA
31616;4865015;25883;JAIME BRUNO ROSCHEL
31617;4865020;12241;CONSTELACAO DO CORVO
31618;4865025;25883;JOSE JOAQUIM MAGALHAES
31619;4865030;12241;CONSTELACAO DA SERPENTE
31620;4865035;25883;JOSE MARTINS RODRIGUES
31621;4865040;27188;FORTE DE ALCANTARA
31622;4865050;27188;FORTE DOS DRAGOES
31623;4865060;27188;FORTE DE COPACABANA
31624;4865070;27188;FORTE DO CASTELO
31625;4865080;27188;FORTE DO ANEL
31626;4865090;27188;FORTE AUGUSTO
31627;4865100;27188;FORTE DO GUARA
31628;4865110;27188;FORTE DE TAMANDARE
31629;4865120;27188;FORTE DO LADARIO
31630;4865130;27188;FORTE MAURICIO
31631;4865140;27188;FORTE ORANGE
31632;4865150;27188;FORTE DE SEPETUBA
31633;4865160;27188;FORTE DE TRINDADE
31634;4865170;27188;FORTE DE VILA BELA
31635;4866000;27483;AMADO BENEDITO VILAS BOAS
31636;4866010;27483;FRANCISCA CASSIANO ANTUNES
31637;4866020;27483;SAO JUDAS TADEU
31638;4866030;27483;ANA ROSA DE ALMEIDA
31639;4866040;27483;ANA AMELIA DO NASCIMENTO
31640;4866050;28735;CARLOS AUGUSTO BARROSO
31641;4866060;28735;JOAQUIM PEDRO DE ANDRADE
31642;4866070;28735;FERNANDO NAMORA
31643;4866080;28735;MILTON DA COSTA
31644;4866090;28735;JOAO VASCONCELOS SOBRINHO
31645;4866100;28735;DANIEL MAS
31646;4870000;27987;DR DELFINO FACHINA
31647;4870010;27987;MINOTI FALCHI
31648;4870020;27987;GUIDO SARTI
31649;4870030;27987;DR FRANCISCO PATTI
31650;4870040;27987;DR JOSE MELO ALVES
31651;4870050;27987;VINTE E SEIS DE AGOSTO
31652;4870060;27987;PALESTRA ITALIA
31653;4870070;27987;CAVALHEIRO DAVID PICHETTI
31654;4870080;27987;ITALO ADAMI
31655;4870090;27987;CAVALHEIRO FRANCISCO DEL VIVO
31656;4870100;27987;DR JOAO MINERVINO
31657;4870110;27987;GIUSEPPE PERRONE
31658;4870120;27987;EURICO MARTINO
31659;4870130;27987;SOCIEDADE ESPORTIVA PALMEIRAS
31660;4870131;28092;SINFONIA DAS AMERICAS
31661;4870132;28092;SINFONIA ESCOCESA
31662;4870133;28092;SONS MUSICAIS
31663;4870140;26401;CHARLES STANFORD
31664;4870150;26401;BATISTA BREVI
31665;4870160;26401;ANTONIO BIOSCA
31666;4870170;27987;ANDREA BERNASCONI
31667;4870180;26401;DAVID NICOLAI
31668;4870190;26401;ELIAS CAIREL
31669;4870200;26401;PIERRE DE SALES
31670;4870210;26401;CARLO CAMPBELL
31671;4870215;24762;WALDEMAR FIUME
31672;4870220;26401;DRA CARLOTA PEREIRA DE QUEIROZ
31673;4870230;28092;LUIS ROBERTO DA COSTA VIDIGAL
31674;4870240;28091;PROF. ABEL ELIAS DE OLIVEIRA
31675;4870250;28092;DR JOAQUIM FERREIRA LIMA
31676;4870260;28092;JOSE PAIS FALCAO
31677;4870265;28092;DO CAMPO BAIXO
31678;4870270;24762;AFRANIO ALBANESI
31679;4870280;24762;ISOLDA
31680;4870290;24762;AGOSTINHO MONTEZ
31681;4870300;24762;ALBERTINA NECKER
31682;4870310;24762;AGOSTINO STEFFANI
31683;4870320;24762;DOS JOGRAIS
31684;4870330;24762;PROF. AFONSO COSTA
31685;4870340;24762;ADOLFO LOSANO
31686;4870350;24762;ADRIANO RODRIGUEZ
31687;4870360;24762;CONDE CEPRANO
31688;4870370;24762;AFONSO JOSE DOS SANTOS
31689;4870380;24762;NIVALDO SIMOES
31690;4870390;24762;ALBERTO GIACOMETTI
31691;4870400;24762;DAS CONGADAS
31692;4870410;24762;ALBERTO MAZZUCATO
31693;4870420;25883;DR JOSE TEIXEIRA PENTEADO
31694;4870425;4932;DO JACEGUAVA
31695;4870430;27987;MIGUEL PELEGRINI
31696;4870440;17719;JOSE OLIO
31697;4870450;17719;JOAO VEIGA DA SILVA
31698;4870460;17719;DO ALVI VERDE
31699;4870470;17719;DA SERVIDAO
31700;4870480;17719;SAO JORGE
31701;4870490;17719;TAQUARASSU
31702;4870500;17719;DOS MARTINS
31703;4870510;17719;CAMINHO NOVO
31704;4870520;17719;PEDRO CRISTIANINI
31705;4872000;27716;PEIXES DE PRATA
31706;4872010;27716;CARAVANA
31707;4872020;27716;CABOCLA DENGOSA
31708;4872030;27716;MARTINIANO MACHADO DE BORBA
31709;4872040;25597;AGOSTINHO MARTINS DE SOUZA
31710;4872050;25597;ALICE CANDIDA SILVEIRA
31711;4872060;27781;ITAQUAQUECETUBA
31712;4872070;27781;JOAO AUGUSTO SELL
31713;4872080;27781;ERMILHA GUERRA
31714;4872090;27781;VARGINHA A ITAQUAQUECETUBA
31715;4872100;25597;DAS CAMELIAS
31716;4872110;25597;DOS ESQUILOS
31717;4872120;25597;DO LIDO
31718;4872130;27716;CORTEJO
31719;4872140;7641;M. CAMARO
31720;4872150;25597;VALSA CHOROSA
31721;4873000;27781;PAULO GUILGUER REIMBERG
31722;4874000;27948;SHIGEO TSUTSUMI
31723;4874010;27948;SANTA RITA
31724;4875000;27948;KAYO OKAMOTO
31725;4875010;28685;GURIGESA NAKAO
31726;4875020;27948;YOSHIO MATSUMURA
31727;4875030;28686;TOMEKCHI INOUYE
31728;4875040;25526;DR PEDRO DE CASTRO VALENTE
31729;4875050;28686;KATSUYO KITAUCHI
31730;4875060;25526;PAULINO GOTTSFRITZ
31731;4875070;21472;JORGE ALBERTO BASSO
31732;4875080;21472;JORGE LEAL GONCALVES PEREIRA
31733;4875090;21472;JOSE MAURILIO PATRICIO
31734;4875100;21472;LIBERO GIANCARLO CASTIGLIA
31735;4875110;21472;LUCIA MARIA DE SOUZA
31736;4875120;21472;LUIZ CARLOS ALMEIDA
31737;4875130;21472;LUIZ RENATO DO LAGO FARIA
31738;4875140;21472;PADRE JORGE OSCAR ABUR
31739;4875150;21472;JOSE HUMBERTO BRONCA
31740;4877000;27891;NAKAMURA
31741;4877010;27891;AMINTAS DE BARROS
31742;4877020;27891;ALEXANDER COZENS
31743;4877030;27891;MARTIM AFONSO DE SOUZA
31744;4877040;27891;MARGARIDA MACIEL
31745;4877050;27891;GONCALVES COELHO
31746;4877060;27891;JUSTINIANO DE MELO
31747;4877070;27891;HILDEBRANDO DE ARAUJO
31748;4877080;27891;BALDONIO TACQUES
31749;4877090;27891;MIGUEL LISBOA
31750;4877100;27891;ESTACIO DE SA
31751;4877110;21472;EVANGELISTA DE SOUZA
31752;4877120;27891;ANTONIO DE OLIVEIRA LOPES
31753;4877130;27891;ESCRAVO NICOLAU
31754;4877140;27891;JOAO DA COSTA RODRIGUES
31755;4877150;27891;JOSE AIRES GOMES
31756;4877160;27891;LUZIA MAIA DE AZEVEDO
31757;4877170;27891;MANOEL DA COSTA CAPANEMA
31758;4877180;27891;SINFONIA FANTASTICA
31759;4877190;27891;TITO PEDRO MASCELLANI
31760;4880000;28710;SEBASTIANA REGINALDO SOUTELO
31761;4880010;28710;ANTONIO RODRIGUES COELHO
31762;4880020;28710;ALDO GARCIA CASTRO
31763;4880030;28710;JOSEFA MILANI COSSA
31764;4880035;28710;VIRGINIA MODESTO
31765;4880040;28718;CARLOS JORGE SCHMIDT
31766;4880050;28718;MARIA DA COSTA BEZERRA
31767;4880060;28718;ANTONIO TOZZI
31768;4880070;28718;LEONARDO LA BELLA
31769;4880080;28718;MARCELO BERNARDINI
31770;4880090;28710;ADAO CABRAL NETTO
31771;4880100;28710;AMELIA PETRELLA ZUANAZZI
31772;4880110;28710;IRENE PEDROSO CATALDO
31773;4880120;27948;PAIOL
31774;4880130;28135;JOSE ROSCHEL RODRIGUES
31775;4880140;28135;MORRO DO S
31776;4880150;28718;BALTAZARINI
31777;4880160;17719;MARIA DA COSTA PEREIRA
31778;4880170;17719;BENEDITA M RODRIGUES
31779;4880180;17719;ESPERANCA
31780;4881000;27652;NIELS CHRISTIAN SOERENSEN
31781;4881010;27652;THOMAS EFTATHIOU
31782;4881020;27652;JOAO DE ASSUNCAO
31783;4882000;27948;CAROLINA REIMBERG
31784;4882010;27948;HENRIQUE HESSEL
31785;4882020;27948;PADRE DOM ALUISIO KILGUS
31786;4882030;28815;PAULO GERMANO LANG
31787;4882040;28815;SINFONIA INACABADA
31788;4883000;26610;GAVANES
31789;4883010;26610;FILAMON
31790;4883020;26610;MANUCAIA
31791;4883030;26610;ORLANDO PONTES
31792;4883040;26610;DAS BARCACAS
31793;4883050;26610;HENRIQUE PONGILUPPI
31794;4883060;26610;MINIADES
31795;4883070;24538;JOANNA DE ALMEIDA CINTRA
31796;4883080;26610;NIRICE
31797;4883090;26610;JOSE VILA BUSQUETS
31798;4883100;26610;J ANTONIO DAVILA
31799;4883110;26610;SAVERIO DE DONATO
31800;4883120;24538;MARIA GLASSER BUENO
31801;4883130;26610;AMERICO PONGILUPPI
31802;4883140;26610;TARCICIO VIEIRA DO NASCIMENTO
31803;4883150;26610;DR ACHILLES SILVEIRA GUIMARAES
31804;4883160;26610;LUIS SEBASTIAO
31805;4883180;26610;MARGINAL
31806;4883190;24538;JOSE LA TORRE
31807;4883200;24538;LUIS PINELLI
31808;4883210;24538;ANTONIO MARCONDES BOETA
31809;4883220;24538;TANCREDO SANSONE
31810;4883230;24538;ROMAO BOETA
31811;4883240;24538;LUIS BUENO
31812;4883250;26610;JACOB ROSCHEL CHRISTE
31813;4883260;26610;AMERICO COVA
31814;4883270;26610;JOSE MENDES NETO
31815;4883280;26610;VINICIUS DE MIRITI
31816;4883290;26610;EUZEBIO COHGI
31817;4883300;26610;MIGUEL GUILGUER SOBRINHO
31818;4883310;26610;DA BICA
31819;4883320;26610;PEDRO DO NASCIMENTO
31820;4883330;27952;ALFREDO CHAVES
31821;4883340;27952;BONANCA DE VARZELANDIA
31822;4883350;27952;CACOAL
31823;4883360;27952;HANOI
31824;4883370;27952;JAMPRUCA
31825;4883380;27952;NACIP HAYDAN
31826;4883390;27952;PIRITIBA
31827;4883400;27952;SAO SEBASTIAO DA BARRA
31828;4883410;27952;TARIBU
31829;4883420;27952;VIRGOLANDIA
31830;4884000;27948;AMARO ALVES DO ROSARIO
31831;4884010;27948;XAVIER ALVARENGA
31832;4884020;27948;NICOLAS BERNIER
31833;4884030;27948;MICHELE PESENTI
31834;4884040;27948;OSCAR BIE
31835;4884050;27948;RUPERTO CHAPI
31836;4884060;27948;SORIANO FUERTES
31837;4884070;27948;JULIUS ENGEL
31838;4884080;27948;LUIGI CARUSO
31839;4884090;27948;BATISTA CIRRI
31840;4884100;27948;GUSTAVO CAMPA
31841;4884110;27766;DA ESTACAO
31842;4884120;27948;MANUEL PAIXAO RIBEIRO
31843;4884140;27948;VINCENZO NERITI
31844;4884150;27948;HENRY PALMER
31845;4884160;27948;PIETRO MARSOLO
31846;4884170;27948;FRANCISCO BARBIERI
31847;4884180;27948;WILLIAM NAPIER
31848;4884190;27948;TOMASO BENVENUTI
31849;4884200;27948;ISABELLA CANALI
31850;4884210;27948;DOMENICO LAUZETTI
31851;4884220;27948;EUGENIO PIRANI
31852;4886000;28720;DANIEL MARCONDES
31853;4886020;28720;MAURICIO KLEIN
31854;4886030;28720;DIOGENES DOS SANTOS MELQUISEDEC
31855;4886040;28720;ANTONIO DA SILVA FERREIRA
31856;4886050;28720;ANNA MARIA BORBA
31857;4886060;28720;GRIMALDE ARCURI
31858;4886070;28720;ACCACIO DE OLIVEIRA PINTO
31859;4886080;28720;ROSINHA NUNES PINTO
31860;4886090;28720;DJANIRA DE SOUZA COSTA
31861;4887000;28008;LIDIA SCHMIDT
31862;4888000;26512;HUMBERTO RAVELLO
31863;4888010;26512;VICENTE GOMEZ
31864;4888020;26512;SALVADOR BERCARI
31865;4888030;26512;TOMAZ SANDRINO
31866;4888040;26512;VITOR DANVIN
31867;4888050;28703;CONSTANTINO BRUNO DI BARTOLOMEU
31868;4888060;28703;ANTONIO PROOST RODOVALHO NETO
31869;4888070;28703;REINALDO CASAROLI
31870;4888080;28703;ANGELO CORABI
31871;4888090;28703;WILSON HELFENSTEIN
31872;4888100;28703;AMELIA CASAL
31873;4888110;28703;LILIAN BAYLIS
31874;4888120;28729;ESTALIDES
31875;4888125;27824;DO SITIO DO UM
31876;4888130;28729;DIOMEDES
31877;4888140;28729;JOAO MIRANDOLA
31878;4888150;28729;MAXIMO FEISCHMANN
31879;4888160;28729;ADELINA CANDIDA DO AMARAL
31880;4888170;28729;BENVINDA CANDIDA
31881;4888180;28703;DO CHINES
31882;4889000;27948;DO JUSA
31883;4889010;27948;PROF. MARIA CONTARELLI SEIXAS
31884;4890000;27948;AMERICO COXA
31885;4890010;27948;ALBERTO SALESA
31886;4890020;27948;ANDRE PERNET
31887;4890030;27948;ALFONSO DE ELIAS
31888;4890040;27948;ANGELO CATELANI
31889;4890050;27948;ALESSANDRO BURI
31890;4890055;27948;ALFREDO ROLLER
31891;4890060;27948;ANTONIO PAMPANI
31892;4890070;27948;PEDRO ROSCHEL
31893;4890080;27952;DE LIGACAO
31894;4890090;27616;JOSE PEDRO DE BORBA
31895;4890100;27616;MANOEL NOBREGA ALBUQUERQUE
31896;4890110;27616;AMANCIO ROSCHEL RASQUINHO
31897;4890130;27616;JOAO DA SILVA BRAGA
31898;4890140;27616;SERGINO IGNACIO FERREIRA
31899;4890150;27616;CLELIA DE PAULA STROISCH
31900;4890160;27616;MARCOS ANTONIO SCHUNCK
31901;4890170;27616;BENEDITO DE JESUS
31902;4890180;27616;ALFREDO HANISCH
31903;4890185;27616;ELOY DOMINGUES DA SILVA
31904;4890190;27616;JOSE DA CUNHA
31905;4890210;27616;JOAO ROSCHEL CHRISTE
31906;4890220;27616;JACOB GUILGER REIMBERG
31907;4890230;27616;MARIA HESSEL REIMBERG
31908;4890240;27616;JOSE ROSCHEL CHRISTE
31909;4890250;27616;CARLOS CHRISTE
31910;4890260;27616;JANUARIO PEDRO DE CAMARGO
31911;4890270;27766;MARQUES DE LOURICAL
31912;4890280;27766;BARAO DA FOZ
31913;4890285;27616;BARAO RIO JACO
31914;4890290;27766;CONDE DE LANCASTRE
31915;4890300;27766;BARAO DA FONTE BELA
31916;4890310;27766;CONDE DE FONTALVA
31917;4890320;27948;JULIO CESAR DE CAMPOS
31918;4890330;27948;BENTO KLEIN
31919;4890340;27948;ISABEL KLEIN
31920;4890350;27948;CHRISTINA SCHUNCK KLEIN
31921;4890360;27948;AMARO DE PONTES
